,问卷编号,调查员,民族,政治面貌,年级,您觉得自己是个典型的中国人吗,与世界其他国家的人相比中国人有自己的特点吗,v1,v2,v3,v4,你是否了解重活民族的传统节日,v5,您觉得中国怎么样,您认为中国有多少值得自豪的地方,您认为世界有多少比例的人尊重中国,对您而言作为一名中国人有多重要,会以中国人自豪吗,会隐瞒身份吗,会打多少分,国歌升起,世博会,中国传统文化,发展信心,你会为中国运动员呐喊助威,遇到灾难时中国人应该伸出援手,你愿意加入其他国籍吗,中国人要为祖国统一奋斗吗
323,776.0,童艳娟,哈尼族,团员,大一,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,一般般,很多,大多数比例,比较重要,会,一定会,四十到六十,感到非常激动,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,不加入,很赞同
324,778.0,童艳娟,苗族,团员,大二,完全是,非常有特点,完全同意,完全同意,同意,完全不同意,完全了解,比较了解,挺好,很多,不多的比例,十分重要,会,绝对不会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,做外籍华人,赞同
325,779.0,童艳娟,维吾尔族,团员,大二,可以算,非常有特点,完全同意,完全同意,有点同意,有点同意,不太了解,不太了解,十分棒,特别多,不多的比例,一般般,会,绝对不会,四十到六十,没感觉,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,做外籍华人,很赞同
326,780.0,童艳娟,保安族,团员,大二,可以算,一般般,完全同意,完全同意,同意,有点同意,不太了解,比较了解,挺好,很多,较多比例,比较重要,会,绝对不会,八十到一百,一般,感到自豪,比较肯定,担忧不好说,大多数情况下会,很赞同,做外籍华人,很赞同
327,731.0,于童,藏族,团员,大二,完全是,较有特点,同意,同意,不同意,不同意,比较了解,比较了解,一般般,很少,不多的比例,比较重要,不太会,也许会也许不会,20~40,一般,感到自豪,比较肯定,担忧不好说,大多数情况下会,很赞同,做外籍华人,很赞同
328,732.0,于童,汉族,团员,大一,完全是,非常有特点,完全同意,完全同意,同意,同意,完全了解,比较了解,十分棒,特别多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,不加入,很赞同
329,733.0,于童,回族,团员,大一,可以算,非常有特点,同意,完全同意,同意,同意,比较了解,比较了解,十分棒,特别多,较多比例,十分重要,会,很可能不会,八十到一百,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,很赞同,做外籍华人,赞同
330,734.0,于童,回族,团员,大一,一般般,较有特点,同意,同意,同意,同意,不太了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,不加入,赞同
331,735.0,于童,汉族,团员,大一,完全是,非常有特点,完全同意,完全同意,同意,同意,完全了解,比较了解,十分棒,特别多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,不加入,很赞同
332,736.0,于童,汉族,团员,大一,可以算,一般般,同意,同意,有点同意,有点同意,比较了解,比较了解,一般般,有一些,较多比例,比较重要,有些,很可能不会,六十到八十,一般,比较好,富有内涵，意义深刻,担忧不好说,不一定,赞同,其他,赞同
333,737.0,于童,布依族,团员,大一,一般般,一般般,有点同意,有点同意,不同意,不同意,完全不了解,比较了解,一般般,很多,较多比例,比较重要,会,绝对不会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,赞同,其他,赞同
334,738.0,于童,汉族,团员,大二,完全是,非常有特点,完全同意,完全同意,完全同意,有点同意,完全了解,比较了解,十分棒,特别多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,赞同,不加入,很赞同
335,739.0,于童,土家族,团员,大一,完全是,非常有特点,完全同意,完全同意,不同意,有点同意,比较了解,完全了解,挺好,特别多,不多的比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
336,740.0,于童,汉族,团员,大一,完全是,非常有特点,完全同意,完全同意,不同意,不同意,完全了解,完全了解,挺好,很多,不多的比例,十分重要,会,绝对不会,六十到八十,没感觉,没感觉,富有内涵，意义深刻,很有信心,肯定会,很赞同,毫不犹豫加入,很赞同
337,781.0,梁希圆,回族,团员,大二,完全是,非常有特点,同意,完全同意,有点同意,同意,比较了解,比较了解,一般般,很多,较多比例,比较重要,有些,很可能不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,赞同,其他,不一定
338,782.0,梁希圆,汉族,团员,大二,完全是,非常有特点,同意,完全同意,完全同意,同意,完全了解,比较了解,挺好,有一些,较多比例,十分重要,会,一定会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,担忧不好说,大多数情况下会,很赞同,其他,很赞同
339,783.0,梁希圆,回族,团员,大二,完全不是,较有特点,完全同意,同意,不同意,有点同意,比较了解,比较了解,挺好,有一些,不多的比例,一般般,无所谓,绝对不会,六十到八十,一般,比较好,比较肯定,担忧不好说,大多数情况下会,赞同,不加入,很赞同
340,784.0,梁希圆,回族,群众,大二,不太算,较有特点,完全不同意,不同意,不同意,有点同意,不太了解,比较了解,挺好,很多,较多比例,比较重要,有些,绝对不会,四十到六十,一般,比较好,比较肯定,担忧不好说,大多数情况下会,赞同,其他,赞同
341,785.0,梁希圆,蒙古族,团员,大三,一般般,较有特点,完全同意,完全同意,同意,完全同意,比较了解,比较了解,挺好,很多,不多的比例,比较重要,会,绝对不会,六十到八十,一般,感到自豪,富有内涵，意义深刻,很有信心,肯定会,赞同,不加入,很赞同
342,786.0,梁希圆,回族,团员,大二,完全是,较有特点,同意,完全同意,同意,同意,比较了解,比较了解,挺好,有一些,不多的比例,比较重要,会,也许会也许不会,八十到一百,比较激动,一般,富有内涵，意义深刻,很有信心,大多数情况下会,赞同,其他,赞同
343,787.0,梁希圆,藏族,团员,大三,一般般,一般般,同意,同意,有点同意,同意,不太了解,不太了解,一般般,有一些,较多比例,比较重要,有些,很可能不会,四十到六十,比较激动,一般,比较肯定,不清楚,大多数情况下会,赞同,不加入,赞同
344,788.0,梁希圆,藏族,团员,大四,一般般,较有特点,完全同意,完全同意,完全同意,有点同意,不太了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,八十到一百,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
345,789.0,梁希圆,藏族,团员,大二,一般般,一般般,同意,同意,同意,同意,完全了解,不太了解,较差,有一些,较多比例,不太重要,无所谓,也许会也许不会,20~40,一般,没感觉,比较肯定,没信心,大多数情况下会,赞同,不加入,不一定
346,790.0,梁希圆,藏族,团员,大二,可以算,较有特点,同意,同意,有点同意,完全不同意,比较了解,不太了解,挺好,有一些,较多比例,比较重要,无所谓,绝对不会,六十到八十,没感觉,比较好,比较肯定,担忧不好说,大多数情况下会,赞同,做外籍华人,赞同
347,880.0,安娜,汉族,团员,大二,不太算,一般般,有点同意,完全同意,完全同意,同意,不太了解,不太了解,一般般,很多,不多的比例,一般般,无所谓,很可能不会,四十到六十,一般,比较好,比较肯定,很有信心,肯定会,赞同,做外籍华人,不赞同
348,881.0,安娜,回族,团员,大二,可以算,非常有特点,完全同意,完全同意,同意,同意,比较了解,比较了解,挺好,特别多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,其他,很赞同
349,882.0,安娜,维吾尔族,团员,大二,可以算,非常有特点,完全同意,完全同意,有点同意,完全同意,不太了解,不太了解,十分棒,特别多,不多的比例,一般般,会,绝对不会,20~40,没感觉,感到自豪,比较肯定,担忧不好说,肯定会,很赞同,做外籍华人,很赞同
350,883.0,安娜,回族,团员,大三,可以算,较有特点,同意,完全同意,有点同意,同意,比较了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,大多数情况下会,很赞同,不加入,很赞同
351,884.0,安娜,汉族,群众,预科,完全是,非常有特点,完全同意,完全同意,完全同意,完全同意,不太了解,不太了解,挺好,很多,较多比例,比较重要,会,绝对不会,八十到一百,比较激动,比较好,比较肯定,很有信心,肯定会,很赞同,其他,很赞同
352,885.0,安娜,汉族,团员,大二,完全是,非常有特点,完全同意,完全同意,有点同意,完全同意,比较了解,比较了解,一般般,有一些,较多比例,十分重要,会,绝对不会,四十到六十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,不一定,其他,不一定
353,886.0,安娜,回族,群众,大二,完全是,非常有特点,同意,同意,不同意,不同意,比较了解,比较了解,一般般,有一些,较多比例,一般般,有些,也许会也许不会,四十到六十,一般,比较好,富有内涵，意义深刻,不清楚,肯定会,很赞同,其他,赞同
354,887.0,安娜,白族,党员,大四,完全不是,较无特点,有点同意,有点同意,有点同意,有点同意,不太了解,不太了解,一般般,有一些,不多的比例,不太重要,不太会,很可能不会,四十到六十,一般,比较好,富有内涵，意义深刻,担忧不好说,大多数情况下会,赞同,做外籍华人,赞同
355,888.0,安娜,苗族,团员,大二,可以算,较有特点,完全同意,完全同意,同意,完全同意,不太了解,不太了解,挺好,有一些,不多的比例,比较重要,有些,很可能不会,八十到一百,一般,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,赞同,做外籍华人,赞同
356,889.0,安娜,汉族,党员,大二,一般般,毫无特点,不同意,同意,有点同意,不同意,比较了解,完全了解,挺好,很少,极少比例,比较重要,不太会,很可能不会,四十到六十,比较激动,比较好,比较肯定,担忧不好说,大多数情况下会,很赞同,其他,不一定
357,566.0,袁春华,土族,团员,大四,可以算,一般般,同意,同意,有点同意,有点同意,完全了解,不太了解,一般般,很多,极少比例,比较重要,有些,很可能不会,六十到八十,一般,比较好,比较肯定,很有信心,大多数情况下会,赞同,做外籍华人,赞同
358,567.0,袁春华,汉族,群众,大三,可以算,较有特点,完全同意,完全同意,完全同意,完全同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,会,绝对不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,担忧不好说,不一定,很赞同,做外籍华人,很赞同
359,568.0,袁春华,汉族,团员,大一,完全是,较有特点,完全同意,完全同意,有点同意,同意,比较了解,比较了解,挺好,很多,不多的比例,比较重要,有些,绝对不会,六十到八十,感到非常激动,感到自豪,富有内涵，意义深刻,担忧不好说,肯定会,很赞同,做外籍华人,很赞同
360,569.0,袁春华,汉族,团员,大一,一般般,较有特点,有点同意,有点同意,完全同意,有点同意,比较了解,比较了解,一般般,有一些,不多的比例,比较重要,有些,绝对不会,六十到八十,感到非常激动,比较好,比较肯定,很有信心,大多数情况下会,赞同,做外籍华人,赞同
361,570.0,袁春华,汉族,团员,大一,完全是,较有特点,同意,同意,同意,同意,比较了解,比较了解,挺好,很多,较多比例,十分重要,会,绝对不会,四十到六十,比较激动,比较好,富有内涵，意义深刻,很有信心,肯定会,赞同,做外籍华人,赞同
362,571.0,袁春华,彝族,团员,大一,不太算,非常有特点,完全同意,同意,同意,不同意,不太了解,完全了解,挺好,特别多,较多比例,十分重要,会,绝对不会,八十到一百,感到非常激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,赞同
363,572.0,袁春华,壮族,团员,大一,可以算,较有特点,同意,同意,完全同意,完全同意,比较了解,比较了解,挺好,有一些,较多比例,比较重要,有些,很可能不会,六十到八十,一般,一般,比较肯定,担忧不好说,肯定会,赞同,其他,赞同
364,573.0,袁春华,汉族,团员,大一,完全是,较有特点,同意,同意,不同意,完全同意,比较了解,比较了解,一般般,有一些,不多的比例,一般般,不太会,可能会,四十到六十,比较激动,比较好,比较肯定,担忧不好说,大多数情况下会,赞同,做外籍华人,赞同
365,574.0,袁春华,哈萨克族,党员,大一,可以算,较有特点,同意,同意,有点同意,同意,比较了解,比较了解,挺好,很多,较多比例,比较重要,有些,很可能不会,六十到八十,比较激动,感到自豪,富有内涵，意义深刻,很有信心,肯定会,很赞同,不加入,很赞同
